id,title,description,group
1356,"MS-13 and Mexican Mafia leader sentenced to 17 years for massive trafficking of meth, cocaine across border","MS-13 leader Nelson Alexander Flores, aka &apos;Mula,&apos; was sentenced to 210 months for moving more than 100 pounds of meth and cocaine per month.",108
1357,"Washington deputy barks like police K-9, tricks teen car theft suspects into surrendering: video","Four juveniles in Pierce County, Washington, were arrested after a deputy barked like a police dog to trick the group into surrendering.",47
1358,DC begins enforcing curfew to deter youth crime after teen's fatal stabbing over McDonald's sauce packet,"Washington, D.C., began its &quot;Juvenile Curfew Enforcement Pilot&quot; a week after 16-year-old Naima Liggon was stabbed to death in a dispute over a sauce packet.",1
2284,Alleged drunk driver accidentally reports himself to 911 in bizarre highway incident: 'dumb f---',"A Lancaster, Nebraska, sheriff&apos;s deputy busted an alleged drunk driver who reported himself to 911 after seeing who he thought was a driver going down wrong side of highway.",90
2211,Mexico places piece of Berlin wall near US border: 'May this be a lesson',"Mexican officials are comparing the U.S. border wall to the Berlin Wall that Soviets used to divide Germany, placing a piece just feet away from San Diego.",41
1279,Death at Burning Man festival investigated as flooding strands thousands in Nevada desert,The Pershing County Sheriff&apos;s Office in northern Nevada reportedly said a death at the Burning Man festival is being investigated amid heavy flooding.,63
3139,I.R.S. Deploys Artificial Intelligence to Catch Tax Evasion,"The tax agency is opening examinations into large hedge funds, private equity groups, real estate investors and law firms.",61
3103,What $50 Million Can Buy: Inside the Sleek New White House Situation Room,"The ultrasecure facility, which was last upgraded in 2006, is returning to use after officials closed it for a year to modernize it in an era of high-tech sparring with China and Russia.",24
3141,"At G20 in India, Biden Looks to Fill a Hole Left by Putin and Xi","With the Russian and Chinese leaders absent, the president hopes to get others to align with him on a variety of matters, including Ukraine and curbing Beijing’s assertiveness in the Indo-Pacific.",17
3135,"Manchin Mulls His Political Future, Keeping Washington Guessing","The West Virginia Democrat could run for re-election to the Senate, make a third-party presidential bid or simply retire from politics. To his party’s consternation, he’s not ready to say which.",31
3132,Justice Alito Rejects Calls for Recusal After Interviews in Wall Street Journal,The justice dismissed demands from Democratic legislators that he recuse himself from a pending case involving a lawyer who interviewed him.,0
3133,"Kristi Noem, Likely to Endorse Trump, Kicks Off Fight to Be His V.P.","At a rally on Friday, Gov. Kristi Noem of South Dakota threw her support behind the former president, whose large lead in polls has stirred speculation about the No. 2 job.",48
3136,"Pelosi, Defying Predictions, Says She Will Seek Re-election in 2024","Since she stepped down from leadership last year, many observers expected Representative Nancy Pelosi of California to head toward retirement. But she has kept people guessing about her future.",31
3137,"DeSantis, Undaunted by Florida Storms, Shrugs Off Climate Change","The Florida governor, who has cast himself as a Teddy Roosevelt-style conservationist, sounds far different as a presidential candidate, pledging to expand fossil fuel production and fight electric-vehicle mandates.",60
3138,Border Crisis Comes to Blue Cities After Migrants Are Bused North,"The strain of migrants in New York, Chicago, Los Angeles and other cities has taxed resources, divided Democrats and put pressure on President Biden to act.",1
3134,Liberty Safe Backlash: How a Gun Safe Maker Angered Gun Owners,Liberty Safe faced intense criticism this week after it acknowledged that it had voluntarily given the F.B.I. the access code to a safe in response to a search warrant for a property.,47
4003,Mitt Romney’s startling but familiar concession: The demagogues have won,Mitt Romney’s retirement comments hark back to another Mormon Republican’s six years ago.,78
4004,Should the 14th Amendment keep Trump out of the White House?,"What the 14th Amendment says, how it works, the argument for keeping Trump off the ballot",88
4005,"TikTok and U.S. rekindle negotiations, boosting app’s hopes for survival",Calls to ban the wildly popular app have faded ahead of the 2024 election.,35
4006,"ICE can’t keep up with complex money laundering schemes, watchdog warns",Outdated technology and short staffing hinder the government’s ability to combat sophisticated money laundering schemes by drug traffickers and terrorists.,80
4007,Biden circle fires back hard at impeachment inquiry,"President Biden has sought to remain above the fray, but his staffers — and son — have responded aggressively.",10
4008,"Hunter Biden indicted on false statement, gun charges in Delaware",Hunter Biden has been indicted -- a legal and political setback for President Biden and his family after a plea deal fell apart this summer.,10
3142,Republican vs. Republican: Senate seeks to wrest control over House in budget,"With House Republicans bitterly divided over Ukraine funding and other priorities, a mostly unified Senate wants to force the House into accepting the Senate’s position on government funding.",26
3151,Former speaker Nancy Pelosi says she will run for reelection to House in 2024,Pelosi’s decision came amid speculation about her political future after she stepped down as leader of the House Democratic caucus.,31
3159,Fla. Supreme Court justices question long-standing abortion protections,The case could pave the way for one of the country’s most far-reaching abortion bans.,74
3160,A timeline of the DeSantis-Disney feud,The entertainment giant’s feud with Florida’s Republican governor stretches back more than a year. Here’s how it developed.,60
3161,"DeSantis voiced complaints about top super PAC strategist, people familiar with comments say","DeSantis was “apoplectic” over a pre-debate strategy memo publicly posted on the website of Jeff Roe’s firm, according to one person familiar with the comments",52
3147,"What we know about Grassley, Pence and Jan. 6",Theories — often unsubstantiated ones — have abounded about Grassley rather than Pence presiding over the electoral vote counting that day. Here’s what we know.,97
3163,Peter Navarro convicted of contempt for defying Jan. 6 panel subpoena,Navarro is the second high-ranking Trump official to be convicted of contempt of Congress after former Trump adviser Stephen K. Bannon’s conviction last summer.,20
